age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Mortgage
54,22,54,1,0,0,0,42,54946,3,14,24,4,0,0,0,11,46,0.0,0
72,39,72,0,0,0,0,66,52715,3,6,12,0,3,0,7,11,22,14.253,0
45,16,45,0,0,0,0,58,51116,6,10,12,2,0,0,0,11,30,0.0,0
39,8,39,0,0,0,0,57,36741,3,38,48,2,1,0,0,8,33,0.0,0
29,0,29,1,0,0,0,60,44397,7,6,12,1,1,0,0,12,27,0.0,0
66,33,66,0,0,0,0,59,51385,3,33,36,1,0,0,0,8,31,0.0,0
47,21,47,0,0,0,0,54,18792,4,12,24,2,3,4,1,12,33,7.506,0
26,1,26,0,0,0,0,59,29998,5,14,24,1,1,0,0,13,26,0.0,0
41,7,41,1,0,1,0,61,50121,3,10,12,1,4,3,2,13,25,12.291,1
42,12,42,0,0,0,0,58,35415,7,0,12,1,0,0,0,6,34,0.0,0
40,9,40,0,0,0,0,45,40392,5,15,24,4,4,0,0,14,40,0.0,1
27,0,27,0,0,0,0,58,42650,6,20,24,2,3,0,0,7,33,0.0,0
29,0,29,1,0,0,0,58,35400,6,36,48,2,0,0,0,9,32,0.0,0
27,0,27,1,0,0,0,64,35935,6,-5,0,1,1,0,0,13,22,0.0,0
53,24,53,0,0,0,0,69,38911,5,-6,0,0,0,0,0,14,15,0.0,0
19,0,19,1,0,0,0,47,38867,4,33,36,3,0,0,0,13,39,0.0,0
58,24,58,1,0,0,0,56,45703,1,36,48,2,0,5,2,7,35,11.254,0
23,0,23,1,0,0,0,63,22819,7,22,24,1,2,3,2,12,23,13.811,1
43,16,43,0,0,0,0,57,37052,4,6,12,2,1,2,1,13,28,7.432,0
35,8,35,0,0,0,0,28,18612,4,-5,0,7,1,1,0,10,61,0.0,0
40,13,40,1,0,0,0,42,48024,4,22,24,4,0,4,3,10,47,9.701,0
29,4,29,1,0,0,0,48,18769,2,-5,0,3,1,0,0,2,48,0.0,0
55,27,55,1,0,0,0,64,35434,1,29,36,1,0,3,12,18,17,18.791,0
41,10,41,1,0,0,0,55,50227,5,19,24,2,2,2,2,10,34,11.139,0
41,11,41,0,0,0,0,54,26333,2,32,36,2,0,0,0,11,33,0.0,0
34,7,34,0,0,0,0,48,46647,3,16,24,3,0,0,0,11,40,0.0,0
43,15,43,1,0,0,0,57,31035,6,-3,0,2,0,0,0,7,35,0.0,0
23,0,23,1,0,0,0,71,25895,7,26,36,0,0,3,3,8,19,9.331,0
36,4,36,0,0,0,0,50,44659,4,0,12,3,3,0,0,8,40,0.0,1
34,8,34,0,0,0,0,63,46799,4,41,48,1,1,2,1,11,25,7.579,0
34,7,34,0,0,0,0,43,41076,7,22,24,4,2,4,1,19,37,9.369,0
30,2,30,1,0,0,0,55,65340,6,5,12,2,0,0,24,10,33,30.591,0
40,11,40,0,0,0,0,41,51851,4,5,12,5,1,0,0,11,46,0.0,0
35,6,35,0,0,0,0,46,42624,5,-1,0,4,1,0,0,10,43,0.0,0
51,20,51,1,0,0,0,46,55358,4,-2,0,4,0,0,0,14,38,0.0,0
48,18,48,0,0,1,0,48,38101,2,23,24,3,1,0,0,12,39,0.0,0
27,0,27,0,0,0,0,65,47002,6,29,36,0,0,4,1,9,25,7.772,0
35,3,35,0,0,0,0,57,42709,7,14,24,2,1,0,0,9,32,0.0,0
38,4,38,0,0,0,0,20,47969,4,11,24,8,1,0,0,26,52,0.0,0
37,9,37,1,0,0,0,47,38043,3,29,36,3,4,0,23,13,39,29.701,1
34,4,34,0,0,0,0,46,38212,7,23,36,4,1,0,0,16,37,0.0,0
30,5,30,0,0,0,0,60,51140,7,37,48,2,0,0,0,8,31,0.0,0
45,15,45,0,0,0,0,56,51130,5,26,36,2,1,0,0,9,33,0.0,0
17,0,17,1,0,0,0,63,33861,4,12,24,1,2,3,1,11,25,7.556,0
42,10,42,1,0,0,0,64,32436,5,29,36,1,0,0,0,7,27,0.0,0
57,31,57,1,0,0,0,61,48038,2,26,36,1,1,0,0,9,29,0.0,0
17,0,17,1,0,0,0,42,55288,7,22,24,4,0,1,1,9,47,7.502,0
34,2,34,1,0,0,0,64,50470,4,-5,0,1,1,0,0,10,24,0.0,0
41,9,41,1,0,0,0,48,54856,4,10,12,3,0,4,23,11,39,30.467,0
53,25,53,0,0,0,0,61,38250,3,0,12,1,4,1,0,8,30,0.0,0
25,0,25,0,0,0,0,64,48003,5,27,36,1,0,0,0,7,28,0.0,0
53,19,53,1,0,0,0,55,39252,5,39,48,2,0,3,2,14,29,9.715,0
29,0,29,1,0,0,0,49,42629,4,39,48,3,0,4,1,7,42,7.55,0
22,0,22,0,0,0,0,66,40982,2,-2,0,0,3,3,0,10,23,0.0,0
59,34,59,1,0,0,0,42,41262,4,22,24,5,1,0,4,11,46,11.393,0
43,16,43,0,0,0,0,59,49751,2,14,24,1,1,0,0,10,30,0.0,0
45,13,45,1,0,0,0,55,43838,4,23,24,2,0,0,0,17,27,0.0,0
23,0,23,0,0,0,0,51,39890,3,10,12,3,4,0,0,9,38,0.0,1
29,0,29,0,0,0,0,43,37517,3,11,24,4,1,0,0,7,48,0.0,0
37,5,37,0,0,0,0,38,54414,3,40,48,5,0,0,26,14,46,33.156,0
19,0,19,1,0,0,0,56,40721,2,35,48,2,2,2,2,9,34,9.712,0
52,20,52,0,0,0,0,45,65136,2,23,24,4,1,2,1,10,44,9.859,0
40,11,40,1,0,0,0,64,48070,7,12,24,1,1,3,8,8,27,15.549,0
52,22,52,0,0,0,0,51,47162,2,33,36,3,0,3,1,15,33,11.646,0
47,19,47,0,0,0,0,52,31444,5,32,36,2,2,5,2,9,37,10.191,1
57,28,57,1,0,0,0,64,42531,6,26,36,1,0,0,0,8,27,0.0,0
31,3,31,1,0,0,0,33,37573,7,0,12,6,1,0,0,11,55,0.0,0
56,28,56,1,0,0,0,33,28991,4,7,12,6,0,0,0,18,48,0.0,0
59,30,59,1,0,0,0,60,30541,3,-1,0,1,0,2,0,12,26,0.0,0
73,45,73,1,0,0,0,71,35416,4,32,36,0,0,0,0,13,15,0.0,0
34,10,34,1,0,0,0,60,45412,3,16,24,1,0,0,0,11,27,0.0,0
39,11,39,1,0,0,0,46,31539,4,21,24,3,0,3,3,9,43,13.256,0
39,10,39,0,0,0,0,50,53372,7,29,36,3,3,4,3,12,37,9.57,1
43,16,43,0,0,0,0,57,44044,2,8,12,2,1,1,1,15,27,9.272,0
36,10,36,0,0,0,0,35,44427,3,32,36,5,2,6,27,14,49,33.798,1
37,12,37,1,0,0,0,63,41261,5,41,48,1,0,0,0,9,27,0.0,0
67,36,67,1,0,1,0,48,46897,2,36,48,3,1,0,0,9,41,0.0,0
43,12,43,1,0,0,1,58,28282,5,41,48,2,4,4,1,4,37,12.016,1
23,0,23,1,0,0,0,68,49418,3,8,12,0,2,0,0,3,27,0.0,0
47,19,47,1,0,0,0,51,33033,3,8,12,3,3,2,1,11,36,7.341,0
40,11,40,0,0,0,0,56,42632,4,24,36,2,0,0,0,10,33,0.0,0
67,35,67,1,0,0,0,54,31927,1,7,12,2,6,1,1,12,32,7.629,0
51,20,51,0,0,0,0,50,38152,2,41,48,3,0,0,0,8,40,0.0,0
37,7,37,0,0,0,0,67,59352,4,22,24,0,1,4,1,9,22,10.094,0
38,7,38,0,0,0,0,55,49830,4,12,24,2,4,5,3,10,33,12.669,1
24,0,24,1,0,0,0,61,46563,7,-1,0,1,2,0,0,16,22,0.0,0
43,14,43,1,0,0,0,61,31985,6,29,36,1,0,2,1,4,33,8.274,0
18,0,18,0,0,0,0,82,37864,6,12,24,1,0,5,1,2,15,7.616,0
44,12,44,0,0,0,0,70,26189,6,22,24,0,1,1,1,7,22,13.026,1
51,22,51,0,0,0,0,54,47967,2,29,36,2,3,4,2,11,34,12.651,0
54,20,54,1,0,0,0,46,42548,3,22,24,4,1,5,3,13,40,11.96,0
40,10,40,1,0,0,0,53,38205,4,17,24,2,1,0,0,11,34,0.0,0
42,14,42,0,0,0,0,62,48160,5,35,36,1,1,0,0,20,17,0.0,0
46,19,46,0,0,0,0,48,35083,2,16,24,3,0,0,0,5,45,0.0,0
60,27,60,0,0,0,0,53,42705,2,40,48,2,0,3,2,12,34,8.749,0
32,7,32,1,0,0,0,53,31492,4,25,36,3,0,0,0,13,33,0.0,0
39,11,39,1,0,0,0,56,48649,6,22,24,2,3,3,26,11,32,32.845,1
45,19,45,0,0,0,0,32,27920,2,22,24,6,0,4,2,16,50,9.779,0
33,3,33,0,0,0,0,56,51039,2,35,36,2,3,4,4,10,33,10.416,0
18,0,18,1,0,0,0,58,64688,4,13,24,2,2,4,1,7,33,12.069,0
13,0,13,0,0,0,0,66,39863,5,21,24,0,2,2,1,6,26,12.482,0
47,15,47,0,0,0,0,44,46602,4,11,24,4,0,0,0,16,38,0.0,0
29,0,29,1,0,0,0,54,50583,4,26,36,2,0,0,0,10,34,0.0,0
33,2,33,1,0,0,0,70,38872,3,27,36,0,1,0,0,7,22,0.0,0
55,24,55,0,0,0,0,55,39874,1,12,24,2,3,2,16,5,39,22.752,0
19,0,19,0,0,0,0,48,23869,5,29,36,3,0,2,1,12,38,9.699,0
48,20,48,1,0,0,0,47,53378,2,-3,0,4,0,0,0,16,36,0.0,0
43,15,43,0,0,0,0,47,40990,6,-3,0,4,0,3,0,11,41,0.0,0
34,5,34,0,0,0,0,54,55078,4,22,24,2,3,2,27,9,36,33.883,0
29,0,29,0,0,0,0,57,54893,3,9,12,2,1,0,0,10,32,0.0,0
43,13,43,0,0,0,0,50,38071,4,39,48,3,0,2,1,12,37,8.399,0
39,7,39,0,0,0,0,59,33258,3,12,24,1,1,4,2,23,17,11.544,0
41,11,41,0,0,0,0,70,28208,6,39,48,0,1,4,3,9,19,11.856,0
33,2,33,0,0,0,0,47,39212,7,28,36,3,0,2,2,12,40,9.217,0
43,12,43,0,0,0,0,67,37983,7,-4,0,0,0,0,0,9,23,0.0,0
39,11,39,0,0,0,0,62,42646,2,29,36,1,0,1,1,16,21,9.917,0
32,1,32,1,0,0,0,56,51755,2,-7,0,2,0,0,0,9,34,0.0,0
18,0,18,0,0,0,0,69,67988,2,9,12,0,5,3,2,4,26,9.392,1
55,24,55,0,0,0,0,60,55330,4,-5,0,1,0,0,0,11,27,0.0,0
26,0,26,1,0,0,0,74,51459,2,29,36,0,0,5,2,10,15,10.491,0
54,23,54,1,0,0,0,48,28258,3,36,48,3,2,0,0,16,35,0.0,0
30,0,30,0,0,0,0,73,23502,6,29,36,0,0,1,1,8,18,11.256,0
13,0,13,0,0,0,0,63,54593,3,16,24,1,1,0,0,2,34,0.0,0
41,11,41,0,0,0,0,65,28292,7,12,24,0,7,3,2,13,21,10.898,1
44,19,44,0,0,0,0,51,50953,3,15,24,3,2,5,3,15,33,11.681,0
53,27,53,1,0,0,0,50,49247,4,5,12,3,1,0,0,16,33,0.0,0
22,0,22,0,0,0,0,56,35046,6,5,12,2,5,5,2,8,34,10.449,1
21,0,21,1,0,0,0,48,38025,4,22,24,3,4,2,1,10,40,10.929,0
37,7,37,1,0,0,0,57,31344,3,35,36,2,0,0,0,2,39,0.0,0
45,12,45,0,0,0,0,74,36352,3,9,12,0,0,0,0,6,19,0.0,0
21,0,21,0,0,0,0,59,46590,2,12,24,1,1,4,1,13,26,8.319,0
34,9,34,0,0,0,0,55,37957,7,41,48,2,0,4,1,6,37,12.316,0
38,9,38,0,0,0,0,59,51525,3,5,12,2,1,0,0,12,28,0.0,0
26,0,26,1,0,0,0,47,40750,6,27,36,4,0,0,7,11,41,13.742,0
42,14,42,0,0,0,0,50,54811,2,37,48,3,0,3,2,14,34,11.371,0
50,19,50,1,0,0,0,27,20557,3,12,24,7,2,3,3,8,64,9.723,1
42,15,42,0,0,0,0,72,40679,6,20,24,0,2,1,21,5,22,27.694,1
41,7,41,1,0,0,0,51,28327,5,40,48,3,0,5,3,10,37,12.071,0
45,12,45,1,0,0,0,49,31872,4,31,36,3,2,3,2,13,37,9.592,0
37,4,37,0,0,0,0,53,50770,2,25,36,2,0,0,0,13,32,0.0,0
34,6,34,1,0,0,0,64,52620,2,6,12,1,2,3,2,9,25,10.361,0
41,9,41,1,0,0,0,52,22509,5,21,24,3,2,0,0,9,37,0.0,0
48,23,48,1,0,0,0,53,52495,1,29,36,2,2,3,4,17,28,10.867,0
57,24,57,0,0,0,0,59,48620,5,25,36,2,0,3,3,8,32,10.151,0
29,0,29,0,0,1,0,64,47999,5,-4,0,1,3,0,0,10,24,0.0,0
34,3,34,0,0,0,0,58,38230,7,35,48,1,1,0,0,10,30,0.0,0
41,13,41,0,0,0,0,52,52511,7,41,48,3,0,0,0,11,36,0.0,0
51,19,51,1,0,0,0,55,35406,1,9,12,2,1,0,0,10,33,0.0,0
42,12,42,1,0,0,0,44,45727,5,17,24,4,0,0,0,18,36,0.0,0
43,15,43,1,0,0,0,73,39918,4,22,24,0,1,0,0,8,18,0.0,0
27,0,27,1,0,0,0,54,18792,5,39,48,2,0,1,1,12,33,7.829,0
40,5,40,0,0,0,0,66,38922,3,7,12,0,2,4,3,11,21,10.462,1
29,0,29,1,0,0,0,63,41532,4,10,12,1,1,4,3,14,22,9.899,0
42,13,42,1,0,0,0,36,50925,5,29,36,5,0,1,1,9,53,12.556,0
34,7,34,0,0,0,0,48,50763,6,15,24,3,0,0,0,15,35,0.0,0
30,0,30,1,0,0,0,58,33143,6,21,24,2,1,0,0,12,28,0.0,0
37,4,37,0,0,1,0,56,23874,4,27,36,2,2,4,1,6,36,7.366,0
31,0,31,1,0,0,0,60,55600,4,32,36,1,0,4,1,9,29,7.936,0
53,21,53,0,0,1,0,51,39107,6,40,48,3,0,2,1,5,42,8.293,0
34,7,34,0,0,0,0,53,54357,5,25,36,2,0,2,2,7,38,8.435,0
33,5,33,0,0,0,0,50,26310,6,13,24,3,0,3,1,9,39,10.852,0
28,0,28,0,0,0,0,70,50135,4,-5,0,0,0,0,0,6,23,0.0,0
38,9,38,0,0,0,0,47,41804,3,37,48,3,2,0,0,9,43,0.0,1
48,18,48,1,0,0,0,65,70689,6,34,36,1,0,3,12,11,23,19.167,0
41,13,41,0,0,0,0,43,70684,6,17,24,4,2,4,2,18,38,9.779,0
43,12,43,1,0,0,0,50,51929,6,8,12,3,2,1,1,15,34,11.816,1
48,19,48,0,0,0,0,66,37113,4,32,36,0,2,3,1,8,25,10.939,0
42,10,42,1,0,0,0,49,45764,3,7,12,3,4,0,0,8,42,0.0,0
61,32,61,0,0,0,0,49,35942,2,-3,0,3,1,0,0,10,39,0.0,0
44,18,44,1,0,0,0,50,31553,6,20,24,3,1,0,0,18,31,0.0,0
47,20,47,1,0,0,0,46,53845,2,25,36,4,0,0,0,17,35,0.0,0
44,12,44,1,0,0,0,42,53958,3,22,24,4,1,0,0,11,45,0.0,0
40,10,40,1,0,0,0,53,38205,4,17,24,2,1,0,0,11,34,0.0,0
39,9,39,0,0,0,0,58,55284,3,23,36,2,1,0,0,10,30,0.0,0
40,11,40,1,0,0,0,54,38846,7,10,12,2,0,0,0,15,30,0.0,0
26,0,26,1,0,1,0,48,19934,6,6,12,3,1,4,3,11,40,10.29,0
44,6,44,1,0,0,0,20,35341,6,40,48,8,1,4,3,28,50,11.604,0
43,13,43,0,0,0,0,36,29710,4,20,24,5,0,2,1,15,48,12.082,0
35,4,35,1,0,0,0,70,32297,3,39,48,0,0,1,1,11,18,9.449,0
46,12,46,1,0,0,0,73,23502,6,23,36,0,1,0,0,8,18,0.0,1
53,26,53,0,0,0,0,34,46627,6,27,36,5,1,2,2,13,51,10.803,0
36,5,36,0,0,0,0,55,47428,7,27,36,2,0,4,1,13,31,11.376,0
47,12,47,0,0,0,0,67,51019,5,22,24,0,0,6,10,9,22,17.22,0
37,9,37,0,0,0,0,54,43804,4,11,24,2,1,2,1,9,36,12.312,0
29,2,29,1,0,0,0,54,32529,7,33,36,2,5,0,0,11,33,0.0,1
41,14,41,0,0,0,0,62,51929,4,-1,0,1,0,1,0,9,27,0.0,0
64,38,64,1,0,0,0,56,26289,1,15,24,2,2,0,0,10,33,0.0,0
20,0,20,0,0,0,0,44,29045,7,12,24,4,0,2,1,17,38,7.966,0
42,14,42,1,0,0,0,36,49837,7,22,24,5,2,5,3,11,52,9.272,1
50,22,50,0,0,0,0,63,55567,6,19,24,1,0,6,3,15,21,11.818,0
27,0,27,0,0,0,0,60,55346,3,41,48,1,0,1,1,7,31,7.833,0
40,13,40,0,0,1,0,43,38090,5,12,24,4,1,3,1,11,45,13.039,0
47,19,47,1,0,0,0,63,29924,6,35,36,1,1,2,1,6,30,7.649,0
44,14,44,1,0,0,0,63,69235,2,41,48,1,1,2,1,10,25,10.397,0
63,34,63,1,0,0,0,67,54392,3,36,48,0,3,3,10,6,26,17.394,0
49,16,49,1,0,0,0,55,45418,4,22,24,2,7,0,0,12,31,0.0,1
41,11,41,1,0,0,0,75,31290,3,38,48,0,2,0,0,5,19,0.0,0
32,1,32,1,0,0,0,46,29759,6,-3,0,4,0,0,0,15,37,0.0,0
39,8,39,0,0,1,0,53,46922,7,40,48,2,2,4,1,10,35,8.846,0
34,9,34,1,0,0,0,61,39944,6,21,24,1,1,0,0,13,25,0.0,0
23,0,23,0,0,0,0,62,45468,5,7,12,1,1,0,0,8,29,0.0,0
45,17,45,0,0,0,0,48,63364,6,19,24,3,2,4,2,6,44,12.686,0
34,3,34,0,0,0,0,64,39334,7,21,24,1,0,0,0,12,22,0.0,0
25,0,25,0,0,0,0,34,54603,5,7,12,6,2,3,2,11,53,8.325,0
53,24,53,1,0,0,0,53,53238,3,40,48,3,2,5,23,11,35,29.934,0
27,0,27,0,0,0,0,56,40985,7,22,24,2,1,2,1,10,33,7.76,1
33,2,33,0,0,0,0,50,32187,5,27,36,3,0,0,0,5,44,0.0,0
23,0,23,1,0,0,0,56,46619,6,29,36,2,1,0,0,11,31,0.0,0
47,15,47,0,0,1,0,29,27684,2,10,12,7,0,4,3,14,56,10.974,0
47,18,47,1,0,0,0,52,46208,3,16,24,3,1,0,0,19,27,0.0,0
31,0,31,1,0,0,1,67,55296,7,26,36,0,0,3,6,13,19,13.193,0
55,24,55,0,0,0,0,55,39874,1,12,24,2,3,2,16,5,39,22.752,0
34,6,34,0,0,0,0,53,48050,4,-4,0,2,0,0,0,12,34,0.0,0
55,31,55,1,0,0,0,55,54921,2,0,12,2,0,0,0,7,36,0.0,0
41,12,41,0,0,0,0,49,34847,5,11,24,3,0,0,0,10,39,0.0,0
39,12,39,0,0,0,0,60,55141,5,13,24,1,3,0,0,11,27,0.0,0
36,5,36,1,0,0,0,47,46623,6,12,24,3,1,5,3,14,37,11.763,1
47,20,47,0,0,0,0,56,51329,2,34,36,2,2,0,0,7,35,0.0,0
36,3,36,0,0,0,0,58,28472,7,5,12,2,0,0,0,9,32,0.0,0
44,18,44,0,0,0,0,57,51047,4,13,24,2,0,5,2,7,35,8.316,0
29,4,29,1,0,0,0,55,38925,5,-4,0,2,2,0,0,9,34,0.0,0
42,10,42,1,0,0,0,52,45841,6,37,48,3,3,2,1,9,37,12.452,1
34,7,34,0,0,0,0,44,41813,7,24,36,4,0,4,2,18,36,8.886,0
38,9,38,0,0,0,0,68,35251,5,29,36,0,4,3,2,12,19,9.182,1
26,0,26,1,0,0,0,50,45074,6,36,48,3,1,0,0,10,39,0.0,0
37,7,37,1,0,0,0,69,28252,2,12,24,0,0,2,1,5,24,10.056,0
31,0,31,0,0,0,0,64,30090,5,17,24,1,1,1,1,11,24,7.782,0
27,0,27,1,0,0,0,74,53088,6,36,48,0,0,4,3,7,17,10.049,0
20,0,20,1,0,0,0,49,44427,2,8,12,3,0,0,0,10,40,0.0,0
36,5,36,1,0,0,0,57,41342,7,31,36,2,0,4,1,11,31,8.526,0
45,15,45,0,0,0,0,25,42403,3,-3,0,7,0,0,0,22,52,0.0,0
13,0,13,0,0,0,0,74,25126,7,34,36,0,1,0,0,5,20,0.0,1
56,27,56,1,0,0,0,54,31927,1,12,24,2,0,1,1,12,32,12.226,0
43,14,43,1,0,0,0,59,41048,4,27,36,1,1,2,1,11,28,7.526,0
74,43,74,0,0,0,0,54,38523,4,18,24,2,1,0,0,11,33,0.0,0
26,0,26,0,0,0,0,45,32190,4,30,36,4,0,2,1,16,38,7.402,0
41,8,41,0,0,0,0,50,46642,3,26,36,3,1,0,0,7,42,0.0,0
54,20,54,1,0,0,0,54,51541,1,31,36,2,3,2,1,12,33,11.012,0
31,2,31,1,0,0,0,45,55252,5,26,36,4,0,0,0,14,39,0.0,0
37,10,37,1,0,0,0,46,55573,5,22,24,4,1,0,0,11,41,0.0,0
31,1,31,0,0,0,0,58,41814,3,-2,0,1,0,1,0,13,27,0.0,0
35,5,35,1,0,1,0,68,45683,2,40,48,0,2,4,1,11,20,8.462,0
39,10,39,1,0,0,0,55,55281,4,32,36,2,0,4,2,11,32,12.213,0
43,12,43,0,0,0,0,61,48041,6,12,24,1,0,0,0,12,26,0.0,0
32,5,32,0,0,0,0,53,44665,4,41,48,2,0,2,1,10,35,8.633,0
41,8,41,0,0,0,0,55,54872,2,21,24,2,0,3,1,10,34,11.022,0
42,10,42,0,0,0,0,66,53071,2,15,24,0,2,1,1,13,20,10.059,0
35,4,35,0,0,0,0,58,54411,7,31,36,1,0,0,0,7,34,0.0,0
33,4,33,0,0,1,0,48,41920,3,13,24,4,1,5,3,15,36,10.363,0
51,21,51,0,0,0,0,70,43768,6,12,24,0,0,4,3,12,17,12.949,0
35,8,35,1,0,0,0,47,40990,6,-3,0,4,1,2,0,11,41,0.0,0
35,7,35,1,0,0,0,57,31330,4,7,12,2,2,1,1,12,30,9.012,0
56,32,56,1,0,0,0,64,44373,4,39,48,1,1,0,0,6,28,0.0,0
33,2,33,0,0,0,0,46,35365,4,-6,0,4,0,0,0,14,39,0.0,0
50,22,50,0,0,0,0,56,30546,5,38,48,2,1,3,2,16,26,9.075,0
27,0,27,1,0,0,0,63,54897,6,35,36,1,2,0,0,7,28,0.0,0
31,1,31,0,0,0,0,55,36558,4,38,48,2,5,2,1,6,38,7.546,1
45,19,45,0,0,0,0,64,49808,4,12,24,1,0,2,1,10,25,7.386,0
26,0,26,1,0,0,0,55,29797,4,10,12,2,0,0,0,12,32,0.0,0
28,0,28,0,0,0,0,57,49682,6,-4,0,2,2,0,0,6,35,0.0,0
29,2,29,1,0,0,0,54,32529,7,33,36,2,5,0,0,11,33,0.0,1
37,9,37,1,0,0,0,57,27011,3,12,24,2,1,0,2,12,30,8.682,0
44,17,44,1,0,0,0,55,35380,5,24,36,2,0,0,0,10,33,0.0,0
61,30,61,1,0,0,0,53,35444,2,8,12,3,3,1,12,10,36,19.803,0
32,3,32,0,0,0,0,51,51526,4,15,24,3,4,0,0,13,35,0.0,1
36,3,36,1,0,0,0,43,50148,2,12,24,4,1,0,0,13,42,0.0,0
31,5,31,0,0,0,0,59,21023,4,22,24,2,1,4,3,8,31,10.978,0
18,0,18,0,0,0,0,40,44703,4,15,24,5,1,0,0,10,48,0.0,0
34,2,34,0,0,0,0,38,48016,3,12,24,5,1,2,1,15,46,9.319,0
46,12,46,1,0,0,0,52,52192,2,11,12,3,0,4,10,10,36,17.719,0
55,28,55,0,0,0,0,64,48229,2,6,12,0,0,0,0,7,27,0.0,0
37,7,37,0,0,0,0,47,56562,7,7,12,3,2,1,29,10,42,35.848,1
61,29,61,0,0,0,0,48,42681,5,13,24,3,2,3,2,15,35,11.614,1
51,19,51,0,0,0,0,42,32227,2,23,36,4,0,0,0,21,35,0.0,0
23,0,23,0,0,0,0,65,23465,7,21,24,1,0,1,1,3,31,8.127,0
49,17,49,0,0,0,0,59,47956,5,8,12,2,0,2,1,10,30,12.442,0
27,0,27,1,0,0,0,51,34839,2,40,48,3,3,3,1,12,36,7.467,0
34,2,34,0,0,0,0,42,29698,6,10,12,4,1,0,0,19,38,0.0,0
25,0,25,0,0,0,0,60,45781,7,35,48,1,0,0,0,16,23,0.0,0
35,6,35,1,0,0,0,57,33589,7,11,24,2,0,0,0,13,28,0.0,0
35,9,35,1,0,0,0,76,25782,2,31,36,0,0,5,3,2,20,9.723,0
30,2,30,1,0,0,0,57,46582,7,20,24,2,0,4,1,9,33,12.632,0
39,12,39,0,0,0,0,64,46202,3,-4,0,1,1,0,0,9,26,0.0,0
40,7,40,1,0,0,0,52,46649,2,12,24,2,0,3,2,6,41,0.0,0
43,13,43,0,0,0,0,66,34999,5,40,48,0,0,0,0,10,23,0.0,0
35,2,35,0,0,0,0,53,45203,2,40,48,3,1,0,0,9,36,0.0,0
23,0,23,0,0,0,0,56,54050,2,-2,0,2,1,0,0,14,28,0.0,0
46,15,46,0,0,0,0,49,51263,7,-4,0,3,0,0,0,17,32,0.0,0
49,18,49,0,0,0,0,55,46573,5,10,12,2,2,2,1,14,30,9.196,0
44,18,44,1,0,0,0,55,34633,6,-4,0,2,1,0,0,12,32,0.0,1
46,20,46,0,0,0,0,65,42313,1,16,24,0,0,3,2,10,24,8.612,0
22,0,22,0,0,0,0,70,29572,6,12,24,0,0,1,1,7,21,7.806,0
36,9,36,1,0,0,0,32,41478,3,29,36,6,1,2,1,12,55,10.009,0
36,3,36,0,0,0,0,49,46593,7,22,24,3,1,5,3,12,37,11.34,0
20,0,20,0,0,0,0,57,38187,7,15,24,2,2,0,0,13,29,0.0,1
15,0,15,1,0,0,0,50,53990,3,24,36,3,0,0,0,10,39,0.0,0
37,10,37,1,0,0,0,47,37973,6,26,36,4,4,0,0,14,38,0.0,1
46,13,46,0,0,0,0,43,30987,4,11,24,4,0,1,1,15,41,7.737,0
40,11,40,1,0,0,0,41,38018,6,22,24,4,0,3,1,16,42,10.489,0
35,7,35,0,0,0,0,38,42434,4,16,24,5,0,0,0,10,51,0.0,0
55,22,55,0,0,0,0,56,24287,2,29,36,2,0,0,0,13,30,0.0,0
53,26,53,1,0,0,0,59,43672,1,-5,0,2,0,0,0,6,33,0.0,0
35,4,35,0,0,0,0,68,47964,4,21,24,0,1,0,0,10,21,0.0,0
41,10,41,1,0,0,0,58,55349,7,15,24,1,1,4,2,7,34,8.325,0
41,15,41,0,0,0,0,56,31317,2,8,12,2,3,1,1,11,31,7.826,0
34,0,34,0,0,0,0,50,39832,2,22,24,3,4,5,15,10,39,21.972,0
58,31,58,1,0,0,0,60,48000,6,29,36,1,0,5,2,5,34,8.631,0
38,12,38,0,0,0,0,56,42412,2,12,24,2,0,4,2,13,29,8.952,0
40,10,40,1,0,0,0,63,37503,3,31,36,1,1,3,1,12,24,9.907,0
37,7,37,1,0,0,0,51,54882,5,-3,0,3,0,0,0,11,37,0.0,0
32,4,32,0,0,0,0,59,45359,7,-3,0,1,0,3,0,6,34,0.0,0
51,21,51,0,0,0,0,45,25833,4,-4,0,4,1,0,0,13,40,0.0,0
39,14,39,1,0,0,0,55,54375,7,19,24,2,0,0,0,8,36,0.0,0
18,0,18,0,0,0,0,34,40974,5,26,36,6,0,4,1,6,59,8.162,0
43,8,43,0,0,0,0,62,37987,4,38,48,1,1,3,3,13,23,9.709,0
36,10,36,1,0,0,0,42,48031,5,11,12,4,2,2,2,14,42,10.937,0
38,10,38,0,0,0,0,51,45741,3,16,24,3,1,3,2,9,38,8.661,0
19,0,19,1,0,0,0,67,22899,6,29,36,0,0,0,0,10,22,0.0,0
33,5,33,0,0,0,0,52,36389,5,29,36,3,4,0,0,9,38,0.0,1
30,2,30,1,0,0,0,63,31289,3,28,36,1,0,0,0,12,23,0.0,0
57,26,57,1,0,0,0,49,30955,5,30,36,3,0,2,2,13,37,13.769,0
