age,age_youngest_child,debt_equity,gender,bad_payment,gold_card,pension_plan,household_debt_to_equity_ratio,income,members_in_household,months_current_account,months_customer,call_center_contacts,loan_accounts,number_products,number_transactions,non_worker_percentage,white_collar_percentage,rfm_score,Pension
52,22,52,1,0,0,0,50,53250,6,21,24,3,0,0,0,10,38,0.0,1
31,4,31,0,0,0,0,51,73793,7,16,24,3,3,1,17,11,37,25.268,1
61,28,61,1,0,0,0,61,33912,6,24,36,1,0,0,0,20,18,0.0,0
36,10,36,0,0,0,0,67,55615,4,7,12,0,1,0,0,10,21,0.0,0
26,0,26,0,0,0,0,51,41322,3,18,24,3,1,0,0,5,43,0.0,0
56,27,56,1,0,0,0,43,48476,4,22,24,4,1,5,3,12,43,9.598,1
41,8,41,1,0,0,0,40,41516,7,-2,0,4,1,1,0,10,48,0.0,1
47,23,47,1,0,0,0,53,39343,6,41,48,2,4,1,1,14,31,7.42,0
34,6,34,1,0,0,0,50,24433,2,28,36,3,4,2,1,16,33,8.85,0
43,17,43,1,0,0,0,32,41024,3,22,24,6,1,0,0,16,51,0.0,1
43,11,43,0,0,0,0,53,47208,7,-7,0,3,0,0,0,20,26,0.0,0
43,15,43,1,0,0,0,29,50967,2,34,36,7,0,3,2,9,61,8.791,0
41,9,41,1,0,0,0,54,45741,7,-6,0,2,7,0,0,12,32,0.0,0
21,0,21,1,0,0,0,52,38023,6,6,12,3,0,3,2,12,34,10.778,0
46,20,46,1,0,0,0,51,17774,3,36,48,3,1,4,3,5,43,10.257,0
51,21,51,0,0,0,0,42,42503,3,29,36,4,0,0,0,11,45,0.0,0
41,8,41,1,0,1,0,37,31966,5,-6,0,5,0,1,0,20,42,0.0,1
34,4,34,1,0,0,0,55,41625,7,16,24,2,1,4,1,11,32,7.683,0
66,37,66,1,0,0,0,58,42289,6,21,24,2,3,4,2,4,37,9.096,1
48,16,48,1,0,0,0,65,36713,2,12,24,0,1,3,2,13,21,9.731,0
42,11,42,0,0,0,0,49,46154,2,12,24,3,2,4,2,9,41,11.451,0
46,19,46,0,0,0,0,48,48470,5,37,48,3,0,5,12,9,42,19.955,1
22,0,22,1,0,0,0,54,26972,3,7,12,2,0,0,0,12,33,0.0,0
41,10,41,0,0,0,0,55,32436,7,32,36,2,4,0,0,14,30,0.0,1
59,30,59,1,0,0,0,50,23275,1,13,24,3,0,0,0,11,37,0.0,1
41,11,41,0,0,0,0,49,49789,2,12,24,3,1,5,2,10,39,11.946,0
34,7,34,1,0,0,0,51,33604,4,12,24,3,0,0,0,8,39,0.0,0
28,0,28,1,0,0,0,56,38867,2,-6,0,2,0,0,0,17,25,0.0,0
35,4,35,0,0,0,0,52,45135,5,21,24,3,1,4,3,10,37,10.122,0
47,15,47,1,0,0,0,63,38142,7,32,36,1,0,0,0,7,28,0.0,1
41,13,41,1,0,0,0,52,54254,6,0,12,3,1,0,0,7,40,0.0,1
45,14,45,0,0,0,0,57,50710,7,22,24,2,1,0,0,16,25,0.0,1
41,13,41,0,0,0,0,54,39834,5,31,36,2,0,4,1,23,21,11.793,0
32,0,32,0,0,0,0,56,53165,4,30,36,2,0,0,0,7,36,0.0,0
44,12,44,0,0,0,0,28,31356,4,35,36,7,0,0,0,13,57,0.0,0
35,7,35,0,0,0,0,40,31898,4,12,24,4,1,3,2,15,43,13.886,0
11,0,11,1,0,0,0,61,34561,5,20,24,1,1,0,0,11,27,0.0,0
30,3,30,1,0,0,0,42,51332,3,37,48,5,1,0,0,13,44,0.0,0
31,0,31,0,0,0,0,39,55078,7,31,36,5,4,0,0,18,42,0.0,0
32,2,32,0,0,0,0,54,31329,6,22,24,2,4,4,1,17,28,11.096,0
37,5,37,1,0,0,0,51,36657,7,35,36,3,0,6,3,12,36,10.759,0
38,8,38,0,0,0,0,58,28183,4,11,12,2,3,6,4,11,30,11.707,1
56,29,56,1,0,0,0,69,36001,3,27,36,0,2,2,1,11,19,7.659,1
46,18,46,1,0,0,0,37,38355,3,18,24,5,0,0,0,19,43,0.0,0
27,0,27,0,0,0,0,59,43058,3,-3,0,1,0,1,0,10,30,0.0,0
34,0,34,0,0,0,0,50,39832,2,22,24,3,4,5,15,10,39,21.972,0
51,28,51,0,0,0,0,64,55258,6,14,24,1,0,0,0,8,27,0.0,0
28,2,28,0,0,0,0,60,44420,5,5,12,1,1,0,0,8,30,0.0,0
28,1,28,0,0,0,0,52,51485,7,40,48,3,0,0,0,16,30,0.0,0
26,0,26,0,0,0,0,53,46770,5,31,36,3,1,0,0,10,35,0.0,0
24,0,24,0,0,0,0,55,54435,6,5,12,2,4,0,0,16,27,0.0,0
32,2,32,1,0,0,0,54,46603,2,16,24,2,1,4,27,6,38,33.929,0
53,24,53,0,0,0,0,55,37998,6,33,36,2,3,1,1,18,26,8.679,0
16,0,16,1,0,0,0,37,42348,5,39,48,5,4,0,0,12,49,0.0,0
30,6,30,0,0,0,0,64,55292,7,40,48,1,1,4,13,8,26,19.769,0
39,9,39,1,0,0,0,65,41965,2,22,24,0,1,2,1,11,22,7.392,0
36,9,36,0,0,0,0,53,38142,2,23,36,2,2,4,1,12,34,12.263,0
28,0,28,0,0,0,0,55,42637,4,17,24,2,3,4,1,6,37,10.482,0
34,6,34,0,0,0,0,61,29040,3,-1,0,1,0,0,0,13,25,0.0,0
35,6,35,0,0,0,0,42,15576,2,-3,0,4,1,1,0,17,40,0.0,0
50,19,50,1,0,0,0,63,35312,6,29,36,1,0,5,2,12,23,8.559,0
36,6,36,1,0,0,0,50,29713,3,34,36,3,1,4,1,18,31,9.606,0
45,15,45,1,0,0,0,49,48013,3,12,24,3,3,3,12,14,35,19.299,0
44,18,44,0,0,0,0,56,46583,3,12,24,2,0,0,0,5,38,0.0,1
30,0,30,0,0,0,0,58,42706,4,10,12,2,0,0,0,11,30,0.0,0
44,12,44,0,0,0,0,62,17751,4,28,36,1,0,0,0,10,27,0.0,0
38,6,38,0,0,1,0,59,40958,5,18,24,1,3,3,3,8,31,13.176,1
39,11,39,0,0,0,0,67,45953,2,32,36,0,2,0,0,6,26,0.0,1
41,9,41,1,0,0,0,45,35391,3,33,36,4,0,4,18,10,44,25.42,1
53,23,53,1,0,0,0,57,19914,1,14,24,2,1,3,2,13,29,8.895,0
26,0,26,0,0,0,0,54,21582,6,34,36,2,1,0,0,9,35,0.0,0
41,9,41,1,0,0,0,48,32245,7,36,48,3,0,0,0,13,37,0.0,0
38,10,38,0,0,0,0,48,39274,7,29,36,3,0,0,2,17,33,10.057,1
43,10,43,1,0,0,0,24,51348,6,11,24,7,0,0,0,17,58,0.0,0
34,3,34,1,0,0,0,77,39926,5,22,24,1,7,1,4,5,17,14.093,0
66,38,66,1,0,0,0,74,47160,6,28,36,0,0,3,2,10,15,9.259,1
33,3,33,1,0,0,0,61,62612,4,26,36,1,1,2,1,9,28,7.816,0
47,16,47,1,0,0,0,62,35359,6,40,48,1,0,3,2,16,21,11.832,1
36,10,36,1,0,0,0,34,33851,4,13,24,6,0,0,0,13,52,0.0,1
47,21,47,0,0,0,0,57,54894,5,0,12,2,4,0,0,15,26,0.0,1
42,9,42,1,0,0,0,66,43261,5,40,48,0,4,3,1,5,27,9.391,0
42,17,42,0,0,0,0,69,40210,2,11,24,0,3,1,1,8,22,12.443,0
42,17,42,1,0,0,0,47,70973,2,18,24,4,1,6,3,12,39,11.244,0
55,27,55,1,0,0,0,59,37459,2,13,24,1,0,4,2,13,26,9.32,1
35,6,35,1,0,0,0,49,48650,4,17,24,3,0,4,2,7,43,9.932,1
23,0,23,1,0,0,0,58,53566,4,-1,0,2,1,1,0,12,29,0.0,0
39,9,39,1,0,0,0,54,46581,3,-1,0,2,1,2,0,19,25,0.0,1
38,10,38,1,0,0,0,57,51009,7,22,24,2,1,3,2,15,27,8.821,1
39,7,39,0,0,0,0,69,46880,2,41,48,0,0,2,1,7,23,12.924,1
43,14,43,1,0,0,0,66,51253,7,28,36,0,0,0,0,10,23,0.0,1
44,13,44,1,0,0,0,57,52490,4,25,36,2,0,1,24,5,37,31.305,1
39,7,39,0,0,0,0,57,48037,7,14,24,2,2,2,1,6,35,7.373,0
22,0,22,0,0,0,0,62,33253,5,36,48,1,2,0,0,12,24,0.0,0
42,8,42,1,0,0,0,48,64727,3,24,36,3,0,5,3,11,39,9.725,0
42,13,42,0,0,0,0,67,55255,7,22,24,0,4,4,3,9,22,11.122,0
19,0,19,1,0,0,0,66,70310,4,25,36,0,0,2,1,10,23,9.026,0
43,15,43,1,0,0,0,51,36786,7,34,36,3,0,0,0,12,35,0.0,1
52,23,52,1,0,0,0,30,45269,2,29,36,6,3,2,1,16,52,7.622,1
35,0,35,1,0,0,0,53,47309,6,40,48,2,2,5,2,10,35,11.789,1
40,10,40,1,0,0,0,75,44383,7,11,24,0,4,0,0,9,15,0.0,1
52,19,52,0,0,1,0,50,41954,2,40,48,3,1,2,1,11,38,8.709,0
46,14,46,0,0,0,0,49,32037,7,13,24,3,0,1,5,15,34,15.07,0
49,19,49,0,0,0,0,69,32863,3,14,24,0,0,0,0,4,25,0.0,0
49,17,49,1,0,0,0,64,38005,7,7,12,0,0,0,0,12,23,0.0,1
43,15,43,0,0,0,0,45,38012,3,13,24,4,0,0,0,6,47,0.0,1
41,15,41,1,0,0,0,70,42448,3,8,12,0,2,1,1,12,16,9.383,0
40,12,40,0,0,0,0,54,42656,4,30,36,2,5,3,2,10,34,9.692,0
42,12,42,1,0,0,0,56,35336,2,15,24,2,0,0,0,4,39,0.0,0
31,3,31,0,0,0,0,36,51273,5,33,36,5,0,0,0,17,46,0.0,0
39,8,39,1,0,0,0,57,39860,4,14,24,2,2,0,0,13,28,0.0,1
66,38,66,0,0,0,0,55,54598,6,22,24,2,1,0,0,16,27,0.0,0
34,3,34,0,0,0,0,59,38237,7,9,12,2,0,0,0,14,26,0.0,0
17,0,17,0,0,0,0,62,17751,4,18,24,1,1,0,0,10,27,0.0,0
42,9,42,0,0,0,0,55,54807,6,13,24,2,0,3,2,14,30,8.369,1
31,3,31,1,0,0,0,53,41084,4,9,12,2,0,0,0,13,33,0.0,0
64,38,64,0,0,0,0,52,35146,6,25,36,3,0,0,0,10,36,0.0,0
21,0,21,1,0,1,0,35,31957,6,-5,0,6,1,1,0,20,44,0.0,0
58,29,58,1,0,0,0,43,32010,1,33,36,4,2,3,2,6,50,9.966,1
50,20,50,0,0,0,0,60,55101,5,40,48,1,1,0,0,9,30,0.0,0
34,4,34,0,0,0,0,48,43760,6,41,48,3,0,3,2,13,37,9.881,0
27,0,27,0,0,0,0,58,38466,2,20,24,2,3,0,0,8,33,0.0,0
41,9,41,0,0,0,0,40,45437,7,8,12,5,0,4,1,13,46,8.426,1
53,24,53,1,0,0,0,56,35118,5,22,24,2,1,4,3,13,29,9.261,1
33,0,33,1,0,0,0,42,40870,6,29,36,4,0,4,2,15,42,8.852,0
42,11,42,0,0,0,0,45,28472,5,12,24,4,0,5,3,13,41,11.866,0
37,4,37,1,0,0,0,46,55252,4,5,12,4,1,0,0,16,37,0.0,0
20,0,20,1,0,0,0,75,55291,4,39,48,0,0,3,2,8,16,8.586,0
43,15,43,1,0,0,0,55,47965,2,23,24,2,2,0,0,8,36,0.0,0
37,6,37,0,0,0,0,65,49498,6,24,36,0,1,0,0,5,29,0.0,0
45,12,45,0,0,0,0,63,42463,6,22,24,1,1,1,1,6,30,12.799,0
20,0,20,0,0,0,0,65,46910,7,-5,0,1,1,0,0,6,27,0.0,0
40,11,40,1,0,0,0,55,55352,5,32,36,2,0,0,0,9,35,0.0,0
47,17,47,1,0,0,0,63,26456,5,-5,0,1,0,1,0,10,25,0.0,0
52,23,52,0,0,0,0,64,39846,5,5,12,1,5,0,0,7,28,0.0,0
46,14,46,0,0,0,0,79,54897,6,12,24,1,1,3,1,7,12,9.06,1
45,15,45,0,0,0,0,37,27025,7,40,48,5,0,0,0,16,45,0.0,0
38,12,38,1,0,0,0,73,50193,4,21,24,0,3,0,0,7,19,0.0,0
27,1,27,1,0,0,0,51,42228,7,36,48,3,0,0,0,11,36,0.0,0
38,8,38,0,0,0,0,50,26136,3,28,36,3,0,0,0,8,40,0.0,0
47,18,47,1,0,0,0,57,56962,3,11,24,2,0,1,1,13,29,10.399,1
43,11,43,0,0,0,0,57,39368,4,21,24,2,1,4,1,12,29,10.146,0
44,16,44,1,0,0,0,56,51688,2,29,36,2,2,5,3,10,33,10.095,0
42,13,42,1,0,0,0,57,45932,2,29,36,2,0,0,0,17,24,0.0,0
36,7,36,1,0,0,0,71,36870,5,37,48,0,1,0,0,8,20,0.0,0
43,14,43,1,0,0,0,63,42736,7,36,48,1,7,2,1,8,27,9.879,1
41,10,41,1,0,0,0,40,54880,2,30,36,5,1,4,2,16,43,9.706,0
39,9,39,0,0,0,0,60,73220,2,26,36,1,5,3,1,13,26,11.517,0
37,5,37,1,0,0,0,56,49433,6,38,48,2,0,0,0,13,30,0.0,0
29,0,29,1,0,0,0,49,34557,6,40,48,3,0,2,1,13,37,7.389,0
53,23,53,1,0,0,0,66,33893,4,8,12,1,1,2,10,13,20,17.08,0
38,9,38,1,0,0,1,52,40454,7,36,48,3,1,3,6,9,38,14.361,0
45,16,45,0,0,0,0,69,54888,3,37,48,0,1,0,0,11,19,0.0,0
39,6,39,0,0,0,0,46,35018,2,-1,0,3,0,2,0,7,46,0.0,0
55,28,55,1,0,0,0,52,26961,2,10,12,3,2,0,0,14,32,0.0,0
42,13,42,1,0,0,0,51,51298,7,18,24,3,1,0,0,16,32,0.0,1
24,0,24,0,0,0,0,55,22514,6,21,24,2,0,1,1,16,27,13.149,0
20,0,20,1,0,0,0,49,39310,7,16,24,3,0,5,4,10,39,11.117,0
33,6,33,0,0,0,0,66,28451,5,12,24,0,1,6,4,4,28,11.192,0
54,28,54,1,0,0,0,74,31012,5,12,24,0,1,0,0,8,17,0.0,1
20,0,20,1,0,0,0,57,45957,2,15,24,2,0,0,0,8,33,0.0,0
37,7,37,1,0,0,0,63,34517,7,40,48,1,1,0,0,13,22,0.0,0
39,8,39,0,0,1,0,61,46125,4,31,36,1,2,5,3,9,29,11.252,1
41,9,41,0,0,0,0,63,70313,5,21,24,1,0,3,25,13,22,32.17,0
39,15,39,1,0,0,0,57,46618,4,22,24,2,2,3,1,25,17,11.846,1
45,13,45,1,0,0,0,45,33931,2,32,36,4,2,4,3,11,43,11.282,0
30,0,30,0,0,0,0,47,51339,4,0,12,4,2,0,0,12,40,0.0,0
79,49,79,0,0,0,0,60,39843,2,38,48,1,0,0,0,12,27,0.0,1
42,16,42,0,0,0,0,45,39931,6,11,24,4,0,0,0,15,38,0.0,1
46,14,46,0,0,1,0,47,36304,7,38,48,3,0,0,0,4,47,0.0,1
54,21,54,0,0,0,0,52,50766,4,15,24,3,0,4,3,14,33,11.928,0
34,4,34,0,0,0,0,45,40979,2,11,24,4,1,0,0,14,39,0.0,1
39,5,39,1,0,1,0,63,32024,6,23,24,1,1,0,0,3,32,0.0,1
34,5,34,0,0,0,0,63,50970,2,15,24,1,2,3,2,7,28,8.687,0
43,13,43,1,0,0,0,49,44677,2,23,24,3,0,3,1,9,41,10.809,1
33,2,33,1,0,0,0,60,46086,5,-2,0,1,1,0,0,12,26,0.0,0
44,18,44,1,0,0,0,40,26115,3,16,24,5,0,3,1,11,48,7.926,1
45,17,45,0,0,0,0,64,41104,2,14,24,1,0,2,1,8,27,7.907,0
31,2,31,0,0,0,0,60,30752,4,10,12,1,4,4,3,8,30,12.273,0
40,13,40,1,0,0,0,37,48022,3,19,24,5,1,0,0,21,40,0.0,0
28,0,28,1,0,0,0,66,45651,2,-3,0,0,0,1,0,5,27,0.0,0
46,13,46,0,0,0,0,74,41131,3,40,48,0,0,2,1,3,21,8.067,1
20,0,20,0,0,0,0,70,43882,7,40,48,0,0,2,1,7,22,8.136,0
37,5,37,0,0,0,0,66,29913,3,10,12,0,2,1,1,7,26,9.067,0
31,0,31,0,0,0,0,65,62396,2,19,24,0,1,4,25,9,25,31.795,0
59,29,59,0,0,0,0,53,56574,4,7,12,2,4,5,12,14,31,19.262,0
39,8,39,0,0,0,0,48,55259,7,27,36,3,0,0,26,8,43,32.624,0
22,0,22,1,0,0,0,59,51547,3,10,12,1,1,0,0,9,31,0.0,0
38,8,38,1,0,0,0,49,29130,4,30,36,3,2,0,0,12,38,0.0,0
29,1,29,0,0,0,0,59,55323,6,29,36,2,0,1,3,8,32,9.907,0
50,16,50,0,0,0,0,57,25611,6,17,24,2,1,2,1,11,31,9.119,0
25,0,25,1,0,0,0,63,51046,5,29,36,1,0,0,0,11,24,0.0,0
43,15,43,0,0,0,0,62,50950,4,11,24,1,0,2,1,7,30,8.252,0
58,27,58,1,0,0,0,46,52467,5,-6,0,3,0,0,0,9,43,0.0,1
30,4,30,0,0,0,0,57,39782,7,10,12,2,0,2,2,6,35,9.649,0
37,6,37,1,0,0,0,54,25207,4,17,24,2,1,0,0,12,32,0.0,0
49,19,49,1,0,0,0,49,46606,3,18,24,3,0,0,0,16,34,0.0,1
36,10,36,1,0,0,0,51,40350,7,-3,0,3,1,2,0,8,40,0.0,1
37,6,37,1,0,0,0,54,28151,3,13,24,3,1,0,0,11,34,0.0,1
49,20,49,1,0,0,0,50,39921,1,11,24,3,1,0,0,9,39,0.0,0
39,9,39,1,0,0,0,44,38480,5,40,48,4,0,2,2,15,40,8.632,0
21,0,21,1,0,0,0,65,33903,5,-6,0,0,2,0,0,11,22,0.0,0
36,8,36,0,0,0,0,58,31034,2,40,48,2,0,2,1,20,20,7.879,0
25,0,25,1,0,0,0,31,53958,2,37,48,6,1,0,0,7,61,0.0,0
79,49,79,0,0,0,0,62,44662,3,36,48,1,0,0,0,12,25,0.0,1
42,9,42,0,0,0,0,57,38168,3,12,24,2,0,0,0,9,33,0.0,0
44,15,44,1,0,0,0,49,38244,3,28,36,3,0,0,0,13,37,0.0,0
36,3,36,0,0,0,0,58,40958,4,33,36,1,2,3,3,10,31,9.371,0
36,7,36,1,0,0,0,51,47424,3,17,24,3,0,0,0,14,34,0.0,0
32,0,32,0,0,0,0,48,55616,4,29,36,3,1,3,2,9,42,12.419,0
67,35,67,1,0,0,0,54,31927,1,7,12,2,6,1,1,12,32,7.629,1
42,7,42,0,0,1,0,65,31887,3,14,24,0,2,3,1,10,24,7.322,1
31,2,31,0,0,0,0,62,46142,7,28,36,1,1,2,1,11,25,8.029,0
30,0,30,1,0,0,0,61,37120,5,41,48,1,1,0,0,8,29,0.0,0
38,11,38,0,0,0,0,72,25839,4,40,48,0,1,5,2,10,17,12.161,1
39,12,39,1,0,0,0,74,55065,3,40,48,0,1,4,2,9,16,12.882,0
54,23,54,1,0,0,0,64,40966,3,18,24,1,0,3,2,16,19,8.749,0
27,0,27,1,0,0,0,40,49314,4,32,36,5,2,6,25,18,41,31.838,0
22,0,22,0,0,0,0,31,31000,2,8,12,6,0,0,0,17,51,0.0,0
41,13,41,0,0,1,0,37,48507,5,25,36,5,1,3,2,10,52,8.296,1
67,35,67,1,0,0,0,57,55590,5,24,36,2,0,0,0,12,29,0.0,1
28,1,28,1,0,0,0,20,44392,6,35,48,8,0,0,0,15,63,0.0,0
20,0,20,0,0,0,0,41,53336,6,12,24,4,1,0,0,17,41,0.0,0
37,4,37,0,0,0,0,59,53179,7,22,24,2,0,2,1,25,15,9.299,1
31,0,31,1,0,0,0,57,46635,5,-6,0,2,0,0,0,18,23,0.0,0
33,9,33,0,0,0,0,57,51006,3,29,36,2,0,5,2,16,25,10.467,0
41,8,41,0,0,0,0,50,46642,3,26,36,3,1,0,0,7,42,0.0,0
39,9,39,0,0,0,0,51,31616,3,25,36,3,1,0,0,14,34,0.0,0
45,15,45,0,0,0,0,25,42403,3,-3,0,7,0,0,0,22,52,0.0,0
32,3,32,1,0,0,0,61,36746,2,21,24,1,2,2,2,13,25,9.488,0
40,9,40,0,0,0,0,58,74973,3,20,24,2,0,2,1,14,27,8.456,1
43,9,43,1,0,0,0,65,50591,5,5,12,1,5,0,0,6,28,0.0,1
33,5,33,0,0,0,0,56,41018,4,24,36,2,0,0,0,4,39,0.0,0
34,5,34,0,0,0,0,48,34832,5,22,24,3,0,6,13,11,39,20.882,0
12,0,12,0,0,0,0,50,41998,4,41,48,3,1,5,1,8,40,12.339,0
37,7,37,1,0,0,0,58,37612,4,38,48,2,0,2,2,9,32,9.3,1
20,0,20,1,0,0,0,51,55044,2,8,12,3,0,0,0,10,38,0.0,0
30,1,30,0,0,0,0,42,32192,3,-4,0,4,1,0,0,12,44,0.0,0
31,0,31,0,0,0,0,32,14783,2,17,24,6,0,0,0,25,42,0.0,0
52,26,52,1,0,0,0,69,53248,2,12,24,0,0,5,2,11,18,11.182,0
43,17,43,1,0,0,0,67,40932,6,25,36,0,1,0,0,8,23,0.0,0
45,15,45,1,0,0,0,61,35438,7,-5,0,1,0,0,0,12,26,0.0,0
23,0,23,1,0,0,0,55,48621,4,22,24,2,0,0,0,10,34,0.0,0
71,41,71,0,0,0,0,48,25055,6,29,36,3,0,4,4,14,36,11.371,1
37,5,37,0,0,0,0,45,28708,3,-5,0,4,0,0,0,14,39,0.0,0
58,23,58,1,0,0,0,40,29718,1,16,24,5,0,0,0,12,47,0.0,1
66,40,66,1,0,0,0,52,48301,5,41,48,3,0,2,1,10,37,9.591,0
49,20,49,0,0,0,0,47,46661,6,15,24,3,0,3,2,12,40,9.018,0
41,13,41,0,0,0,0,49,30969,7,41,48,3,1,0,0,11,38,0.0,0
38,9,38,1,0,0,0,55,33274,3,29,36,2,0,5,10,18,25,16.746,0
27,0,27,0,0,0,0,51,37990,4,12,24,3,4,3,2,13,34,8.532,0
67,40,67,1,0,0,0,61,50194,2,34,36,1,0,4,3,12,26,11.467,1
39,9,39,1,0,0,0,50,46570,5,20,24,3,0,6,13,11,38,20.202,1
33,3,33,0,0,0,0,56,45253,5,27,36,2,1,1,1,25,18,11.539,0
38,7,38,0,0,0,0,60,47997,6,41,48,1,0,3,1,9,30,8.258,0
45,12,45,1,0,0,1,63,42622,7,13,24,1,4,2,15,6,30,22.77,1
28,0,28,0,0,0,0,64,58701,4,32,36,0,0,4,2,4,30,11.882,0
31,8,31,0,0,0,0,52,52806,7,9,12,3,2,2,1,16,30,7.284,0
42,14,42,1,0,0,0,47,32445,7,7,12,4,2,4,2,16,36,9.701,1
63,28,63,0,0,0,0,65,39895,1,23,24,0,2,2,1,5,28,12.65,1
46,15,46,1,0,0,0,37,49455,7,-5,0,5,1,0,0,15,46,0.0,1
60,27,60,0,1,0,0,77,46645,6,22,24,1,1,4,3,15,7,9.793,0
45,18,45,1,0,0,0,54,51027,7,16,24,2,0,2,1,9,36,7.859,0
51,25,51,1,0,0,0,62,37987,3,34,36,1,2,2,4,13,23,11.198,1
38,11,38,0,0,0,0,51,50116,3,18,24,3,0,4,1,15,33,8.326,0
52,22,52,0,0,0,0,57,40964,3,13,24,2,0,0,0,15,26,0.0,1
34,5,34,1,0,0,0,66,52743,6,31,36,0,3,0,0,12,21,0.0,0
42,15,42,1,0,0,0,69,48000,7,29,36,0,4,4,2,6,24,8.575,1
48,15,48,0,0,0,0,54,31927,2,29,36,2,2,4,3,12,32,13.057,0
29,1,29,0,0,0,0,37,47406,7,40,48,5,0,1,1,15,47,11.424,0
86,54,86,0,0,0,0,62,32894,2,40,48,1,0,0,0,13,24,0.0,0
39,8,39,1,0,0,0,36,53953,2,38,48,5,1,4,1,11,52,10.016,1
34,4,34,0,0,0,0,46,38212,7,23,36,4,1,0,0,16,37,0.0,0
39,8,39,1,0,0,0,67,38759,6,17,24,0,0,6,3,13,18,10.934,0
41,13,41,0,0,0,0,58,53222,5,22,24,2,0,3,3,6,35,12.262,0
48,25,48,0,0,0,0,66,36431,1,12,24,0,2,2,1,7,25,10.982,1
44,10,44,1,0,0,0,59,67529,5,30,36,1,0,3,2,7,32,11.518,1
40,10,40,1,0,0,0,58,41008,3,20,24,2,0,0,0,12,29,0.0,0
23,0,23,1,0,1,0,62,27037,6,29,36,1,1,3,3,12,25,10.154,0
55,26,55,1,0,0,0,64,70156,3,8,12,1,1,3,2,7,27,11.489,1
39,8,39,0,0,0,0,57,47193,5,-5,0,2,0,0,0,8,34,0.0,1
32,1,32,1,0,1,0,57,38795,6,29,36,2,2,3,1,17,24,7.266,1
46,13,46,1,0,0,0,53,55420,2,31,36,2,0,0,0,10,35,0.0,0
37,7,37,1,0,0,0,42,46630,6,9,12,4,0,4,2,12,44,10.233,0
34,2,34,1,0,0,0,60,35277,5,-5,0,1,0,1,0,8,31,0.0,0
69,37,69,0,0,1,0,34,40912,2,-1,0,6,1,0,0,11,54,0.0,1
39,9,39,1,0,0,0,54,46581,3,-1,0,2,1,2,0,19,25,0.0,0
28,0,28,1,0,0,0,47,65920,4,41,48,3,0,6,6,11,40,13.379,0
26,0,26,0,0,1,0,65,53979,7,13,24,0,3,0,0,8,26,0.0,0
41,10,41,1,0,0,0,45,53239,6,22,24,4,4,3,1,18,35,10.982,0
37,6,37,1,0,0,0,51,39039,7,36,48,3,0,0,0,13,35,0.0,0
36,8,36,1,0,0,0,54,50554,5,29,36,2,4,0,0,13,32,0.0,0
35,2,35,0,0,0,0,39,37456,3,30,36,5,0,0,0,21,38,0.0,0
38,9,38,0,0,0,0,61,20769,5,15,24,1,0,0,0,16,21,0.0,1
18,0,18,0,0,0,0,56,49819,7,5,12,2,0,2,2,18,25,12.279,0
34,4,34,1,0,0,0,58,46367,3,-3,0,1,0,1,0,16,24,0.0,0
44,16,44,1,0,0,0,53,51863,3,27,36,2,3,2,1,11,34,7.422,0
28,0,28,0,0,0,0,74,41081,7,-6,0,0,0,0,0,4,20,0.0,0
35,7,35,1,0,0,0,57,35056,6,29,36,2,0,0,0,11,31,0.0,1
45,15,45,1,0,0,0,33,49372,6,-4,0,6,5,0,0,14,51,0.0,0
48,17,48,1,0,0,0,61,38029,7,39,48,1,0,2,1,7,30,13.232,0
50,19,50,0,0,0,0,48,38117,2,16,24,3,3,4,1,13,38,8.453,0
42,9,42,1,0,0,0,61,55543,2,36,48,1,0,5,3,10,27,10.77,0
24,0,24,0,0,0,0,55,54435,6,5,12,2,4,0,0,16,27,0.0,0
46,15,46,0,0,0,0,54,40990,3,39,48,2,1,0,0,10,34,0.0,0
32,1,32,0,0,0,0,47,47259,2,14,24,3,2,2,2,14,38,11.271,0
45,16,45,0,0,0,0,30,35366,7,-3,0,6,0,0,0,12,56,0.0,0
33,2,33,0,0,0,0,58,30117,5,40,48,2,0,4,1,10,30,7.569,0
25,0,25,0,0,0,0,55,28316,6,-1,0,2,0,0,0,13,31,0.0,0
22,0,22,1,0,0,0,64,27260,2,29,36,1,0,0,0,11,23,0.0,0
41,9,41,0,0,0,0,70,54632,2,-3,0,0,3,0,0,9,20,0.0,0
42,9,42,1,0,0,0,56,32185,5,23,36,2,1,4,4,16,27,10.685,0
29,5,29,1,0,0,0,12,41007,6,16,24,9,1,1,1,27,60,8.017,0
31,0,31,1,0,0,0,56,77086,6,5,12,2,0,3,17,9,33,23.971,0
38,12,38,0,0,0,0,59,27942,2,11,12,1,0,2,1,10,29,13.006,0
51,21,51,1,0,0,0,49,52629,1,14,24,3,0,3,2,5,44,10.516,1
26,0,26,0,0,0,0,69,50922,5,6,12,0,0,0,0,6,23,0.0,0
35,6,35,1,0,0,0,66,42230,5,-3,0,0,0,2,0,7,26,0.0,0
44,19,44,1,0,0,0,48,40646,1,20,24,3,0,0,0,14,36,0.0,0
39,11,39,0,0,0,0,51,34850,3,35,36,3,0,4,3,6,42,9.425,0
35,5,35,1,0,0,0,62,45262,6,17,24,1,1,6,21,6,31,27.752,0
68,43,68,1,0,0,0,48,32610,5,14,24,3,2,0,0,10,41,0.0,1
